"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
1182,NA,1,"male",NA,0,0,"PC 17607",39.6,"Missing","S","Mr","0","0",1,"1&7","PC","Letter","High","no",4,"Missing","M","Missing","age_missing",41,"Adult","Adult","Not Mother",0
1183,NA,3,"female",30,0,0,"382650",6.95,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",1
1184,NA,3,"male",NA,0,0,"2652",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",16,"Child","Child","Not Mother",0
1185,NA,1,"male",53,1,1,"33638",81.8583,"A34","S","Rare Title","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","A","A","age_known",53,"Adult","Adult","Not Mother",0
1186,NA,3,"male",36,0,0,"345771",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
1187,NA,3,"male",26,0,0,"349202",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
1188,NA,2,"female",1,1,2,"SC/Paris 2123",41.5792,"Missing","C","Miss","1&2","1-3",4,"4","SC","Letter","High","no",4,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
1189,NA,3,"male",NA,2,0,"2662",21.6792,"Missing","C","Mr","1&2","0",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",50,"Adult","Adult","Not Mother",0
1190,NA,1,"male",30,0,0,"113801",45.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1191,NA,3,"male",29,0,0,"347467",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
1192,NA,3,"male",32,0,0,"347079",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
1193,NA,2,"male",NA,0,0,"237735",15.0458,"D","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_missing",24,"Adult","Adult","Not Mother",0
1194,NA,2,"male",43,0,1,"S.O./P.P. 2",21,"Missing","S","Mr","0","1-3",2,"2&3","SO","Letter","Lowest","no",3,"Missing","M","Missing","age_known",43,"Adult","Adult","Not Mother",0
1195,NA,3,"male",24,0,0,"315092",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1196,NA,3,"female",NA,0,0,"383123",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",18,"Adult","Adult","Not Mother",1
1197,NA,1,"female",64,1,1,"112901",26.55,"B26","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Known","B","BDE","age_known",64,"Adult","Adult","Mother",0
1198,NA,1,"male",30,1,2,"113781",151.55,"C22 C26","S","Mr","1&2","1-3",4,"4","Number","Number","Medium","yes",4,"Known","C","CF","age_known",30,"Adult","Adult","Not Mother",0
1199,NA,3,"male",0.83,0,1,"392091",9.35,"Missing","S","Master","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",0.83,"Child","Child","Not Mother",0
1200,NA,1,"male",55,1,1,"12749",93.5,"B69","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",55,"Adult","Adult","Not Mother",0
1201,NA,3,"female",45,1,0,"350026",14.1083,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",45,"Adult","Adult","Not Mother",0
1202,NA,3,"male",18,0,0,"315091",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
1203,NA,3,"male",22,0,0,"2658",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
1204,NA,3,"male",NA,0,0,"LP 1588",7.575,"Missing","S","Mr","0","0",1,"1&7","LP","Letter","High","no",1,"Missing","M","Missing","age_missing",16,"Child","Child","Not Mother",0
1205,NA,3,"female",37,0,0,"368364",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",37,"Adult","Adult","Not Mother",1
1206,NA,1,"female",55,0,0,"PC 17760",135.6333,"C32","C","Mrs","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","C","CF","age_known",55,"Adult","Adult","Not Mother",1
1207,NA,3,"female",17,0,0,"AQ/3. 30631",7.7333,"Missing","Q","Miss","0","0",1,"1&7","A","Letter","Lowest","no",1,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",1
1208,NA,1,"male",57,1,0,"PC 17569",146.5208,"B78","C","Mr","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","B","BDE","age_known",57,"Adult","Adult","Not Mother",0
1209,NA,2,"male",19,0,0,"28004",10.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
1210,NA,3,"male",27,0,0,"350408",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
1211,NA,2,"male",22,2,0,"C.A. 31029",31.5,"Missing","S","Mr","1&2","0",3,"2&3","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
1212,NA,3,"male",26,0,0,"347075",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
1213,NA,3,"male",25,0,0,"2654",7.2292,"F E57","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Known","F","CF","age_known",25,"Adult","Adult","Not Mother",0
1214,NA,2,"male",26,0,0,"244368",13,"F2","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Known","F","CF","age_known",26,"Adult","Adult","Not Mother",0
1215,NA,1,"male",33,0,0,"113790",26.55,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
1216,NA,1,"female",39,0,0,"24160",211.3375,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",1
1217,NA,3,"male",23,0,0,"SOTON/O.Q. 3101309",7.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
1218,NA,2,"female",12,2,1,"230136",39,"F4","S","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Known","F","CF","age_known",12,"Child","Child","Not Mother",0
1219,NA,1,"male",46,0,0,"PC 17585",79.2,"Missing","C","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Missing","M","Missing","age_known",46,"Adult","Adult","Not Mother",0
1220,NA,2,"male",29,1,0,"2003",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
1221,NA,2,"male",21,0,0,"236854",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1222,NA,2,"female",48,0,2,"C.A. 33112",36.75,"Missing","S","Mrs","0","1-3",3,"2&3","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",48,"Adult","Adult","Mother",0
1223,NA,1,"male",39,0,0,"PC 17580",29.7,"A18","C","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Known","A","A","age_known",39,"Adult","Adult","Not Mother",0
1224,NA,3,"male",NA,0,0,"2684",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
1225,NA,3,"female",19,1,1,"2653",15.7417,"Missing","C","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",19,"Adult","Adult","Mother",0
1226,NA,3,"male",27,0,0,"349229",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
1227,NA,1,"male",30,0,0,"110469",26,"C106","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_known",30,"Adult","Adult","Not Mother",0
1228,NA,2,"male",32,0,0,"244360",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
1229,NA,3,"male",39,0,2,"2675",7.2292,"Missing","C","Mr","0","1-3",3,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
1230,NA,2,"male",25,0,0,"C.A. 31029",31.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
1231,NA,3,"male",NA,0,0,"2622",7.2292,"Missing","C","Master","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",3,"Child","Child","Not Mother",0
1232,NA,2,"male",18,0,0,"C.A. 15185",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
1233,NA,3,"male",32,0,0,"350403",7.5792,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
1234,NA,3,"male",NA,1,9,"CA. 2343",69.55,"Missing","S","Mr","1&2","4+",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",54,"Adult","Adult","Not Mother",0
1235,NA,1,"female",58,0,1,"PC 17755",512.3292,"B51 B53 B55","C","Mrs","0","1-3",2,"2&3","PC","Letter","High","yes",4,"Known","B","BDE","age_known",58,"Adult","Adult","Mother",0
1236,NA,3,"male",NA,1,1,"A/5. 851",14.5,"Missing","S","Master","1&2","1-3",3,"2&3","A","Letter","Lowest","no",3,"Missing","M","Missing","age_missing",0.67,"Child","Child","Not Mother",0
1237,NA,3,"female",16,0,0,"348125",7.65,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",1
1238,NA,2,"male",26,0,0,"237670",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
1239,NA,3,"female",38,0,0,"2688",7.2292,"Missing","C","Mrs","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",1
1240,NA,2,"male",24,0,0,"248726",13.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1241,NA,2,"female",31,0,0,"F.C.C. 13528",21,"Missing","S","Miss","0","0",1,"1&7","FC","Letter","High","no",3,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",1
1242,NA,1,"female",45,0,1,"PC 17759",63.3583,"D10 D12","C","Mrs","0","1-3",2,"2&3","PC","Letter","High","no",4,"Known","D","BDE","age_known",45,"Adult","Adult","Mother",0
1243,NA,2,"male",25,0,0,"F.C.C. 13540",10.5,"Missing","S","Mr","0","0",1,"1&7","FC","Letter","High","no",2,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
1244,NA,2,"male",18,0,0,"S.O.C. 14879",73.5,"Missing","S","Mr","0","0",1,"1&7","SOC","Letter","Lowest","yes",4,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
1245,NA,2,"male",49,1,2,"220845",65,"Missing","S","Mr","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",49,"Adult","Adult","Not Mother",0
1246,NA,3,"female",0.17,1,2,"C.A. 2315",20.575,"Missing","S","Miss","1&2","1-3",4,"4","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",0.17,"Child","Child","Not Mother",0
1247,NA,1,"male",50,0,0,"113044",26,"E60","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","E","BDE","age_known",50,"Adult","Adult","Not Mother",0
1248,NA,1,"female",59,2,0,"11769",51.4792,"C101","S","Mrs","1&2","0",3,"2&3","Number","Number","Medium","no",4,"Known","C","CF","age_known",59,"Adult","Adult","Not Mother",0
1249,NA,3,"male",NA,0,0,"1222",7.8792,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",35,"Adult","Adult","Not Mother",0
1250,NA,3,"male",NA,0,0,"368402",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
1251,NA,3,"female",30,1,0,"349910",15.55,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1252,NA,3,"male",14.5,8,2,"CA. 2343",69.55,"Missing","S","Master","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_known",14.5,"Child","Child","Not Mother",0
1253,NA,2,"female",24,1,1,"S.C./PARIS 2079",37.0042,"Missing","C","Mrs","1&2","1-3",3,"2&3","SC","Letter","High","no",4,"Missing","M","Missing","age_known",24,"Adult","Adult","Mother",0
1254,NA,2,"female",31,0,0,"CA 31352",21,"Missing","S","Mrs","0","0",1,"1&7","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",1
1255,NA,3,"male",27,0,0,"315083",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
1256,NA,1,"female",25,1,0,"11765",55.4417,"E50","C","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","E","BDE","age_known",25,"Adult","Adult","Not Mother",0
1257,NA,3,"female",NA,1,9,"CA. 2343",69.55,"Missing","S","Mrs","1&2","4+",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",21,"Adult","Adult","Mother",0
1258,NA,3,"male",NA,1,0,"2689",14.4583,"Missing","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",18.5,"Adult","Adult","Not Mother",0
1259,NA,3,"female",22,0,0,"3101295",39.6875,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
1260,NA,1,"female",45,0,1,"112378",59.4,"Missing","C","Mrs","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",45,"Adult","Adult","Mother",0
1261,NA,2,"male",29,0,0,"SC/PARIS 2147",13.8583,"Missing","C","Mr","0","0",1,"1&7","SC","Letter","High","no",2,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
1262,NA,2,"male",21,1,0,"28133",11.5,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1263,NA,1,"female",31,0,0,"16966",134.5,"E39 E41","C","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","E","BDE","age_known",31,"Adult","Adult","Not Mother",1
1264,NA,1,"male",49,0,0,"112058",0,"B52 B54 B56","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Known","B","BDE","age_known",49,"Adult","Adult","Not Mother",0
1265,NA,2,"male",44,0,0,"248746",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",44,"Adult","Adult","Not Mother",0
1266,NA,1,"female",54,1,1,"33638",81.8583,"A34","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","A","A","age_known",54,"Adult","Adult","Mother",0
1267,NA,1,"female",45,0,0,"PC 17608",262.375,"Missing","C","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Missing","M","Missing","age_known",45,"Adult","Adult","Not Mother",1
1268,NA,3,"female",22,2,0,"315152",8.6625,"Missing","S","Miss","1&2","0",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
1269,NA,2,"male",21,0,0,"29107",11.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1270,NA,1,"male",55,0,0,"680",50,"C39","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","C","CF","age_known",55,"Adult","Adult","Not Mother",0
1271,NA,3,"male",5,4,2,"347077",31.3875,"Missing","S","Master","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",5,"Child","Child","Not Mother",0
1272,NA,3,"male",NA,0,0,"366713",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
1273,NA,3,"male",26,0,0,"330910",7.8792,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
1274,NA,3,"female",NA,0,0,"364498",14.5,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",1
1275,NA,3,"female",19,1,0,"376566",16.1,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
1276,NA,2,"male",NA,0,0,"SC/PARIS 2159",12.875,"Missing","S","Mr","0","0",1,"1&7","SC","Letter","High","no",2,"Missing","M","Missing","age_missing",38,"Adult","Adult","Not Mother",0
1277,NA,2,"female",24,1,2,"220845",65,"Missing","S","Miss","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1278,NA,3,"male",24,0,0,"349911",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1279,NA,2,"male",57,0,0,"244346",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",57,"Adult","Adult","Not Mother",0
1280,NA,3,"male",21,0,0,"364858",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1281,NA,3,"male",6,3,1,"349909",21.075,"Missing","S","Master","3+","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",6,"Child","Child","Not Mother",0
1282,NA,1,"male",23,0,0,"12749",93.5,"B24","S","Mr","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",23,"Adult","Adult","Not Mother",0
1283,NA,1,"female",51,0,1,"PC 17592",39.4,"D28","S","Mrs","0","1-3",2,"2&3","PC","Letter","High","no",4,"Known","D","BDE","age_known",51,"Adult","Adult","Mother",0
1284,NA,3,"male",13,0,2,"C.A. 2673",20.25,"Missing","S","Master","0","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",13,"Child","Child","Not Mother",0
1285,NA,2,"male",47,0,0,"C.A. 30769",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",47,"Adult","Adult","Not Mother",0
1286,NA,3,"male",29,3,1,"315153",22.025,"Missing","S","Mr","3+","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
1287,NA,1,"female",18,1,0,"13695",60,"C31","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","C","CF","age_known",18,"Adult","Adult","Not Mother",0
1288,NA,3,"male",24,0,0,"371109",7.25,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1289,NA,1,"female",48,1,1,"13567",79.2,"B41","C","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",48,"Adult","Adult","Mother",0
1290,NA,3,"male",22,0,0,"347065",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
1291,NA,3,"male",31,0,0,"21332",7.7333,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
1292,NA,1,"female",30,0,0,"36928",164.8667,"C7","S","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","C","CF","age_known",30,"Adult","Adult","Not Mother",1
1293,NA,2,"male",38,1,0,"28664",21,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",0
1294,NA,1,"female",22,0,1,"112378",59.4,"Missing","C","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
